#Transcript position	Transcript coverage profile
0.0	0.08336900452350202
1.0	0.011230487381775464
2.0	0.022320186415106778
3.0	0.01800305467931988
4.0	0.01692592678773237
5.0	0.020075261940923537
6.0	0.01620576051664784
7.0	0.016610876260521365
8.0	0.022019274297937905
9.0	0.02867722368017625
10.0	0.019356579669822852
11.0	0.010863859893786854
12.0	0.014831226064002362
13.0	0.03243364633712944
14.0	0.024820120595164856
15.0	0.015256854427658412
16.0	0.025320930134618988
17.0	0.025319143591242165
18.0	0.023185515756240716
19.0	0.03812341248499275
20.0	0.009798635518526888
21.0	0.00983331673588302
22.0	0.010642348897062646
23.0	0.011282050848148414
24.0	0.02102933431989055
25.0	0.018137696444852646
26.0	0.023831357465233283
27.0	0.0159861036255022
28.0	0.004155234560284534
29.0	0.009514943349439073
30.0	0.015897009274084755
31.0	0.012071940891990193
32.0	0.00932837343917647
33.0	0.019704676634576316
34.0	0.01110433171852399
35.0	0.0030309538902109755
36.0	0.011744738020384912
37.0	0.02050409063506986
38.0	0.005155705284704528
39.0	0.006549891042015066
40.0	0.024899634057020635
41.0	0.015207671032031854
42.0	0.024130230334310637
43.0	0.012510239837831087
44.0	0.014059996467149925
45.0	0.013098020781539179
46.0	0.01779929902946744
47.0	0.0253621299245926
48.0	0.012681414855378796
49.0	0.01354234204844268
50.0	0.014811061784806005
51.0	0.018402499025959397
52.0	0.015911323954073877
53.0	0.030803545730868603
54.0	0.01706397577979656
55.0	0.003275117868750457
56.0	0.012068389250056172
57.0	0.006409794869841723
58.0	0.015641816996605825
59.0	0.016585610735281888
60.0	0.012335742403389013
61.0	0.012903559085175655
62.0	0.010750442877046953
63.0	0.003303964757709251
64.0	0.004836990881203702
65.0	0.005227002292440989
66.0	0.011901414028366024
67.0	0.015466564954462476
68.0	0.02000292183131185
69.0	0.012680702451180819
70.0	0.025882689559264333
71.0	0.009469042155309158
72.0	0.014801695533998285
73.0	0.013302421347691547
74.0	0.01246373807591158
75.0	0.018882458595526848
76.0	0.013853291280092914
77.0	0.009479528265420336
78.0	0.0045673362241380085
79.0	0.005007907221929362
80.0	0.011914185379182898
81.0	0.01553811923285779
82.0	0.013954229811014532
83.0	0.012833223999993091
84.0	0.01953888638937649
85.0	0.005651774102612868
86.0	0.015058426926443755
87.0	0.009461153764519857
88.0	0.007761332721443055
89.0	0.009192085771145797
90.0	0.018359235675748625
91.0	0.037217420691101614
92.0	0.02543472460098654
93.0	0.04208513883548046
94.0	0.02161130160667834
95.0	0.019942622845643368
96.0	0.013622953182111722
97.0	0.016885251531530292
98.0	0.016927657177327297
99.0	0.010138736409955149
